title,artist,category,image_file,lev_bas,lev_adv,lev_exp,lev_mas,lev_remas,version
物凄いヴァイブスで魔理沙が物凄いラップ,魂音泉,東方Project,33a4ed61c2911c40.png,4,7,9+,13,,maimaiDX 2021
Sweet Requiem,REDALiCE & aran,東方Project,c61229d0709d989a.png,4,7+,10+,13+,,maimaiDX 2021
Dive into The Sky ～initialized～,A-One,東方Project,d1bb2b0bded8330e.png,4,6,9,12+,,maimaiDX 2021
絡繰りドール,SOUND HOLIC feat. Nana Takahashi,東方Project,00941cd102eac6ab.png,4,6,9,12+,,maimaiDX 2021
Prismatic,CielArc,東方Project,db4aaf0900fc7f88.png,3,7,9,12,,maimaiDX 2021
Grievous Lady,Team Grimoire vs Laur,Other Games,6d9c69398720e097.png,5,8,12,14,,maimaiDX 2021
BREaK! BREaK! BREaK!,HiTECH NINJA vs Cranky,maimai,91737a421106e7ca.png,6,8,12+,14+,,maimaiDX 2021
Regulus,お月さま交響曲,maimai,f340a4081d9c66d7.png,6,8,12,14+,,maimaiDX 2021
ポケットからぬりつぶせ！,曲：中山真斗／歌：マーチングポケッツ [日向 千夏(CV：岡咲 美保)、柏木 美亜(CV：和氣 あず未)、東雲 つむぎ(CV：和泉 風花)],CHUNITHM,adff3375e43eafbd.png,3,6,10,12+,,maimaiDX 2021
Ether Strike,Akira Complex,Other Games,e4d70ce31ee28a9c.png,4,7+,10+,13+,,maimaiDX 2021
Cyaegha,USAO,Other Games,fdeb6b92b9339d2a.png,5,7+,11,13,,maimaiDX 2021
ワンダーシャッフェンの法則,アリスシャッハと魔法の楽団,maimai,7795406e0a4be488.png,5,7+,10+,14,,maimaiDX 2021
トリドリ⇒モリモリ！Lovely fruits☆,曲：やしきん／歌：柏木 美亜(CV：和氣 あず未),CHUNITHM,aa826be0d2a02ff8.png,5,7+,10+,13,,maimaiDX 2021
Desperado Waltz,ぺのれり,CHUNITHM,9cf73e43ce65b3a9.png,5,8,11+,14,,maimaiDX 2021
BIRTH,llliiillliiilll,maimai,6957b90486e1318e.png,5,7+,12+,14,,maimaiDX 2021
雨とペトラ,バルーン,niconico＆VOCALOID™,5c564c459e85f320.png,4,7,9,12,,maimaiDX 2022
ネガティブ進化論,DECO*27,niconico＆VOCALOID™,4a10309bcd38e74e.png,3,6,8+,12,,maimaiDX 2022
永遠にゲームで対戦したいキリタン,GYARI,niconico＆VOCALOID™,4f00257853319e40.png,4,6,9,12+,,maimaiDX 2022
ロストワードクロニカル,東方LostWord feat.いとうかなこ,東方Project,25be29e63231589b.png,4,7,10,13,,maimaiDX 2022
Re：End of a Dream,uma vs. モリモリあつし,Other Games,61b60aecd7fda2a2.png,5,8,12,14,,maimaiDX 2022
もぺもぺ,LeaF & Optie,Other Games,17f033608e0332dd.png,4,8,12,13+,,maimaiDX 2022
Sound Chimera,Laur,Other Games,4a94d616d8b064bc.png,5,8,12,13+,,maimaiDX 2022
時計の国のジェミニ,黒魔,maimai,68824ef167581ccf.png,5,7+,10,13,,maimaiDX 2022
Xenovcipher,Juggernaut.,maimai,9a806edb5b8a642e.png,6,8,12,14,,maimaiDX 2022
ハジマリノピアノ,ゆゆうた,CHUNITHM,d8582cffde7aaa51.png,5,7+,10+,13+,,maimaiDX 2022
タケモトピアノCMソング,タケモトピアノCM,Popular & Anime,838762a592006575.png,3,7,9,12+,,maimaiDX 2022
今、誰が為のかがり火へ,幽閉サテライト,東方Project,3a3232dcc8cfbbf2.png,3,6,8+,12,,maimaiDX 2022
VANTABLACK RAVER,DIVELA feat.桐谷こむぎ,maimai,079a34779ccd60d3.png,5,7+,11,13+,,maimaiDX 2022
Heavenly Blast,xi,maimai,b93bb5411292f1d8.png,6,9,12+,14+,,maimaiDX 2022
KING,Kanaria,niconico＆VOCALOID™,bee11abab3bb3101.png,3,6,9,12+,,maimaiDX 2022
Paradisoda,魂音泉,maimai,b714febbedc27687.png,3,7,10+,13,,maimaiDX 2022
幽霊東京,Ayase,niconico＆VOCALOID™,73db56b2cbfd49c6.png,1,6,8+,12,,maimaiDX 2022
CO5M1C R4ILR0AD,kanone,Other Games,0ea80d8bbb1fba2f.png,5,8,11+,14,,maimaiDX 2022
Rush-More,litmus*,Other Games,f3980fde794cbf40.png,4,7+,10+,13,,maimaiDX 2022
届かない花束,ELECTROCUTICA,maimai,9d2e5faf33ea3aa9.png,4,7,9+,13,,maimaiDX 2022
ステップアンドライム,YASUHIRO(康寛),maimai,ba15f7b947317461.png,4,7,10,12+,,maimaiDX 2022
星めぐり、果ての君へ。,TAKU1175 ft.駄々子,maimai,c110c819a6c43a54.png,4,7+,10+,12+,,maimaiDX 2022
スローアライズ,Endorfin.,maimai,565d4805b8b8848e.png,4,7,10+,12+,,maimaiDX 2022
生命不詳,蜂屋ななし,maimai,194a9262c9480e48.png,5,8,11+,13,,maimaiDX 2022
チエルカ／エソテリカ,ツミキ × 宮下遊,maimai,9475222592a29f06.png,5,8+,12,14,,maimaiDX 2022
オーケー？　オーライ！,五十嵐 撫子(CV:花井 美春),CHUNITHM,854c238aee12a027.png,4,7,9,12+,,maimaiDX 2022
サヨナラフリーウェイ,萩原 七々瀬(CV:東城 日沙子),CHUNITHM,f6bf56f478f8ddcf.png,4,7+,9+,12+,,maimaiDX 2022
単一指向性オーバーブルーム,葛城 華(CV:丸岡 和佳奈),CHUNITHM,538753c5c57b3e9e.png,3,7,10,13,13+,maimaiDX 2022
みなえをチェック！,小野 美苗(CV:伊藤 美来),CHUNITHM,6a189a90cc4d00dd.png,3,7+,10,13,,maimaiDX 2022
MAKE IT FUNKY NOW,DOT96,Other Games,abe8d795b816168a.png,5,7+,11,13+,,maimaiDX 2022
Alice in 冷凍庫,Orangestar,niconico＆VOCALOID™,69466546da86df9f.png,3,6,9+,12+,,maimaiDX 2022
トランスダンスアナーキー,暁Records,東方Project,5b6325556f04bfc2.png,4,7+,10+,13,,maimaiDX 2022
ベースラインやってる？笑,かめりあ feat. ななひら,Other Games,e60c76f93e816688.png,4,7+,11,13,,maimaiDX 2022
ヒミツCULT,t+pazolite,Other Games,6f420cccbe95810a.png,4,8,11,13+,,maimaiDX 2022
Big Daddy,USAO,Other Games,74fa058f35dd3ba4.png,5,8+,12,13+,,maimaiDX 2022
Starry Colors,BlackY feat. Risa Yuzuki,maimai,f38fc9d91ef0b72c.png,4,7+,11,14,,maimaiDX 2022
ハウリング,Liz Triangle,東方Project,b7a0795183f71fca.png,3,7,9+,12+,,maimaiDX 2022
キラメキ居残り大戦争,森羅万象,Other Games,0017d1b140e0da0a.png,5,7,10+,13,,maimaiDX 2022
Strange Bar,Laur,Other Games,d03a7cad6d682345.png,3,7+,10+,13+,,maimaiDX 2022
VIIIbit Explorer,Lime,maimai,511f76bc9e72ec56.png,5,8,13,14+,,maimaiDX 2023
Melody！,あ～るの～と（いえろ～ぜぶら）,東方Project,68d946095fefa800.png,3,6,9+,12,,maimaiDX 2022
ALiVE,REDALiCE,Other Games,aef1c386f0707061.png,4,7+,10+,13,,maimaiDX 2022
MEGATON KICK,DJ Myosuke,Other Games,55da4517b646b23b.png,5,8+,11+,14,,maimaiDX 2022
LOSE CONTROL,Massive New Krew,Other Games,641087ee1df624de.png,4,7+,12,13,,maimaiDX 2022
下克上々,豚乙女,東方Project,0e2be24b3882ea4a.png,3,6,10,13,,maimaiDX 2022
Never Give Up!,nanobii,maimai,fd5895f21f0da045.png,4,7+,10+,13+,,maimaiDX 2022
ほしぞらスペクタクル,奏音,maimai,3b610dccb2b32467.png,5,8,12,14,,maimaiDX 2022
再会,はるまきごはん,niconico＆VOCALOID™,7f88bdf21553f929.png,2,6,8+,12,,maimaiDX 2022
約束,はるまきごはん,niconico＆VOCALOID™,9399ecd9176a93e7.png,2,6,8,12,,maimaiDX 2022
猫猫的宇宙論,ナユタン星人,niconico＆VOCALOID™,e9f43274d5a1ed36.png,4,6,9,12+,,maimaiDX 2022
アルティメットセンパイ,ピノキオピー,niconico＆VOCALOID™,77a97e85ae4f2b53.png,4,6,9,13,,maimaiDX 2022
トラフィック・ジャム,煮ル果実,niconico＆VOCALOID™,f295e2f2410559df.png,3,6,9+,12+,,maimaiDX 2022
蒼穹舞楽,Capchii,maimai,7cc92964b5148cca.png,5,8,12+,14,,maimaiDX 2022
Kiss Me Kiss,曲：大畑拓也／歌：bitter flavor [桜井 春菜(CV：近藤 玲奈)、早乙女 彩華(CV：中島 唯)],CHUNITHM,d54f6840c982c52e.png,3,6,9+,12+,,maimaiDX 2022
BOUNCE & DANCE,IOSYS TRAX,CHUNITHM,5978cd4680adbdf1.png,4,7+,10,13+,,maimaiDX 2022
MEGATON BLAST,BlackY vs. Yooh,CHUNITHM,5e9ecbc940b79708.png,5,9,12+,14,,maimaiDX 2022
ラットが死んだnew words,P.I.N.A.,niconico＆VOCALOID™,cbf338a693653133.png,3,7,9+,12+,,maimaiDX 2022
阿吽のビーツ,羽生まゐご,niconico＆VOCALOID™,1490116ec0420770.png,2,6,10,12+,,maimaiDX 2022
Last Samurai,Street,maimai,b7884713b914d359.png,5,8,12,13+,,maimaiDX 2022
Splash Dance!!,曲：Q-MHz／歌：オンゲキシューターズ,CHUNITHM,8b18c71ee9262272.png,4,7,10,13,,maimaiDX 2022
AMABIE,OSTER project,maimai,761e10bd436f83cf.png,6,8+,12,14,,maimaiDX 2022
うっせぇわ,Ado,Popular & Anime,f35da896a6e4e282.png,3,7,9+,11+,13,maimaiDX 2022
夜に駆ける,YOASOBI,Popular & Anime,90f53fb84daa1aa4.png,2,6,8,11,12+,maimaiDX 2022
Southern Cross,403,Other Games,d5fed143ad62103d.png,4,7,10+,13,13+,maimaiDX 2022
アンビバレンス,すりぃ×相沢,maimai,e63c3acfdf00c605.png,4,7,10+,13,,maimaiDX 2022
噛み係,さつき が てんこもり feat.96猫,maimai,c3abc1a6434b4ebe.png,4,7+,10+,13,,maimaiDX 2022
NAGAREBOSHI☆ROCKET,梅干茶漬け,maimai,db0eec06b051299f.png,6,8,12,14,,maimaiDX 2022
廻廻奇譚,Eve TVアニメ「呪術廻戦」第1クールオープニングテーマ,Popular & Anime,1407ac902ae55b0d.png,4,7,9+,11+,13,maimaiDX 2022
グッバイ宣言,Chinozo,niconico＆VOCALOID™,b44613f0defc39bd.png,3,7,9+,12,,maimaiDX 2022
テレキャスタービーボーイ,すりぃ,niconico＆VOCALOID™,8ec5044872bc5c23.png,3,7,9+,11+,12+,maimaiDX 2022
僕は空気が嫁ない,cosMo＠暴走P,niconico＆VOCALOID™,249cc28f8f59539a.png,3,7,10,13,,maimaiDX 2022
デッドマンズバラッド,cosMo＠暴走P,niconico＆VOCALOID™,fc8413fd2a11ca68.png,5,8,12,14,,maimaiDX 2022
竹,立秋 feat.ちょこ,Other Games,03897fe7481825cc.png,5,8+,11+,13+,,maimaiDX 2022
スーパーシンメトリー,Sta feat. b,Other Games,ea8ef2281969118e.png,5,8,12,13+,,maimaiDX 2022
とびだせ！TO THE COSMIC!!,t+pazolite feat. しゃま(CV:種﨑 敦美) & みるく(CV:伊藤 あすか),maimai,a8dfce2488046508.png,5,8,12,13,,maimaiDX 2022
脳天直撃,黒沢ダイスケ VS 穴山大輔,CHUNITHM,1a7893a226f7befc.png,6,8+,12+,14,,maimaiDX 2022
Shooting Stars,クレシェンドブルー [最上静香 (CV.田所あずさ)、北上麗花 (CV.平山笑美)、北沢志保 (CV.雨宮 天)、野々原 茜 (CV.小笠原早紀)、箱崎星梨花 (CV.麻倉もも)],Popular & Anime,56bf1cdcbbf097c9.png,2,6,8,12,,maimaiDX 2022
MOON NIGHTのせいにして,"DRAMATIC STARS [天道 輝 (CV.仲村宗悟), 桜庭 薫 (CV.内田雄馬), 柏木 翼 (CV.八代 拓)]",Popular & Anime,7e55f7f0b1415ea0.png,2,6,8,12,,maimaiDX 2022
さんさーら！,ARuFa,Other Games,95366a9a2c5583ed.png,3,6,8+,12+,,maimaiDX 2022
トリアージ,niki feat.noire,maimai,9466cf52a10671cf.png,4,7+,10,13,,maimaiDX 2022
宿星審判,suzu,CHUNITHM,c052a8d637901cf3.png,5,8,12,14,,maimaiDX 2022
Lia=Fail,Team Grimoire,maimai,0c326d43294255a7.png,6,9,12+,14+,,maimaiDX 2022
ドラゴンエネルギー,オーイシマサヨシ×加藤純一,Popular & Anime,5c8b21cfcbbd7be7.png,3,6,9+,12,,maimaiDX 2022
veil,須田景凪,Popular & Anime,7db1b97fc6379723.png,3,6,8+,12,,maimaiDX 2022
ポッピンキャンディ☆フィーバー！,キノシタ,niconico＆VOCALOID™,930e189b37d9d832.png,3,7+,10,12+,,maimaiDX 2022
どぅーまいべすと！,キノシタ,niconico＆VOCALOID™,2e6f3f0c952aabe6.png,3,6,9+,12,,maimaiDX 2022
紅星ミゼラブル～廃憶編,東京アクティブNEETs,東方Project,d734d64f787a6dbf.png,3,6,10,13,,maimaiDX 2022
Upshift,s-don as Iriss-Frantzz,Other Games,eb74d1c6089d56de.png,4,8,11,13+,,maimaiDX 2022
MOBILYS,Dachs,Other Games,24d0c3dd5ed1fda4.png,4,7+,10,13,,maimaiDX 2022
星詠みとデスペラード,しょご/野村渉悟,maimai,f01745a29d2ef5bd.png,5,7+,11+,13+,,maimaiDX 2022
BLACK SWAN,ぺのれり,maimai,58d3f2aeccf6a09d.png,6,8,12+,14,,maimaiDX 2022
U&iVERSE -銀河鸞翔-,Kai VS 大国奏音 VS 水野健治,maimai,6cc01bbad2650c50.png,5,9,12,14,,maimaiDX 2022
泥の分際で私だけの大切を奪おうだなんて,ツユ,Popular & Anime,64a870cc6cb3ebc5.png,3,7+,10+,13,,maimaiDX 2022
幻想に咲いた花,岸田教団&THE明星ロケッツ×草野華余子「東方ダンマクカグラ」,東方Project,d1b96aabc40101f8.png,4,7,9+,12+,,maimaiDX 2022
マツヨイナイトバグ,COOL&CREATE feat.ビートまりおとまろん「東方ダンマクカグラ」,東方Project,e20fd62b4e0dfe16.png,5,7+,10+,13+,,maimaiDX 2022
Sweets Time,SYNC.ART'S feat. 3L,東方Project,1ca97ae8aa37eb6b.png,3,6,10,13,,maimaiDX 2022
華の集落、秋のお届け,Umiai,maimai,b95d6cec3fbbb04c.png,4,7+,11+,13+,,maimaiDX 2022
GIGANTØMAKHIA,BlackYooh vs. siromaru,maimai,fed702195b5af0e7.png,6,8,13,14+,,maimaiDX 2022
インドア系ならトラックメイカー,Yunomi & nicamoq,Popular & Anime,57c8a97552b29815.png,2,7+,10,13,,maimaiDX 2022
失敗作少女,かいりきベア・MARETU feat.初音ミク,niconico＆VOCALOID™,2dfb80213925c43b.png,3,7,10,12+,,maimaiDX 2022
ノイローゼ,蜂屋ななし,niconico＆VOCALOID™,2d453be3e5be3283.png,3,7+,10,12+,,maimaiDX 2022
悪魔の踊り方,キタニタツヤ,niconico＆VOCALOID™,e1241f4838eb628f.png,2,6,9+,13,,maimaiDX 2022
響け！CHIREI MY WAY!,森羅万象,東方Project,f9e0d340bb1dd099.png,3,7,9,12+,,maimaiDX 2022
神々が恋した幻想郷,Unlucky Morpheus,東方Project,1060b41523ca6346.png,3,7,10+,13,,maimaiDX 2022
ヒステリックナイトガール,PSYQUI,Other Games,b48907e41b1a0e45.png,4,7,9+,12+,,maimaiDX 2022
Round Round Spinning Around,Nhato,maimai,6a7e5bd00eb678b3.png,4,8,10,13+,,maimaiDX 2022
Raven Emperor,Kobaryo,maimai,000e4e52cbf4d11f.png,5,8,12,14,,maimaiDX 2022
LiftOff,MAYA AKAI,CHUNITHM,75f148963308b860.png,4,8,11+,13+,,maimaiDX 2022
Alcyone,PRASTIK DANCEFLOOR,maimai,071768635e02a075.png,5,7+,12,14,,maimaiDX 2022
No Limit RED Force,曲：本多友紀（Arte Refact）／歌：オンゲキシューターズ,CHUNITHM,d0f6b039af8831d3.png,3,7,9+,12+,,maimaiDX 2022
Falsum Atlantis.,kanone,CHUNITHM,403667b44ac1d17e.png,5,8,12,14,,maimaiDX 2022
ぱくぱく☆がーる,曲：齋藤大／歌：珠洲島 有栖(CV：長縄 まりあ),CHUNITHM,07f841698cba7fa8.png,5,7,10,13,,maimaiDX 2022
Yorugao,An & Ryunosuke Kudo,maimai,ffa8c12106a9ee96.png,5,8,12,14,,maimaiDX 2022
春嵐,john,niconico＆VOCALOID™,59ae73d58c1962d3.png,3,6,10,13+,,maimaiDX 2022
アカツキアライヴァル,Last Note.,niconico＆VOCALOID™,f27eaa7f0425f9c8.png,2,6,10,13,,maimaiDX 2022
リモコン,じーざす（ワンダフル☆オポチュニティ！）,niconico＆VOCALOID™,1eb8f36d4551b74b.png,3,6,9,13,,maimaiDX 2022
前衛的Landscape,HiTECH NINJA feat. RANASOL,maimai,ff81865c331e96f7.png,5,8,11,13+,,maimaiDX 2022
躯樹の墓守,隣の庭は青い(庭師+Aoi),maimai,55a2c29fef3811ad.png,6,9+,12+,14+,,maimaiDX 2022
ヨミビトシラズ,Limonène (サノカモメ+月島春果),maimai,36b1fd60ab5bf872.png,5,7+,12,13+,,maimaiDX 2022
Limits,舞ヶ原シンセ研究会,CHUNITHM,966be589591a4a6c.png,3,6,10,13+,,maimaiDX 2022
ラグトレイン,稲葉曇,niconico＆VOCALOID™,3d04a3710463921e.png,2,6,9+,12+,,maimaiDX 2022
on the rocks,OSTER project,niconico＆VOCALOID™,6c0927e5febfcafd.png,1,6,8+,12+,,maimaiDX 2022
Trick tear,しーけー,maimai,5e69a551a2fa34d9.png,5,8+,12,14,,maimaiDX 2022
スピカの天秤,Acotto,CHUNITHM,b81925a4285c4ce1.png,5,8+,12+,14,,maimaiDX 2022
ハードコア・シンドローム,t+pazolite (HARDCORE TANO*C) feat.TANO*C ALL STARS,CHUNITHM,d032c4be975fda12.png,5,8,12+,13+,,maimaiDX 2022
We Are Us,舞ヶ原シンセ研究会,CHUNITHM,d99038ea8737e638.png,3,6,10,13,,maimaiDX 2022
YONA YONA DANCE,和田アキ子,Popular & Anime,18d42d69aa210172.png,1,6,9,12,,maimaiDX 2023
エンヴィーベイビー,Kanaria,niconico＆VOCALOID™,cae62842cadab3d9.png,3,7,9+,13,,maimaiDX 2023
ヴァンパイア,DECO*27,niconico＆VOCALOID™,d63402f44d60f77e.png,3,6,10,11+,13,maimaiDX 2023
Knight Rider,USAO,Other Games,fdb762a5225efc03.png,5,8,11,13+,,maimaiDX 2023
INTERNET OVERDOSE,Aiobahn feat. KOTOKO,Other Games,5108df88dd9a6896.png,4,7,10+,13,,maimaiDX 2023
sølips,rintaro soma,maimai,8043243d47cacaee.png,6,8,13+,14+,,maimaiDX 2023
テリトリーバトル,ツユ,CHUNITHM,af7eef1a3da40d6b.png,4,6,10,13,,maimaiDX 2023
8-EM,Sampling Masters AYA,CHUNITHM,3176c5e84eaa1818.png,5,8,12,13+,,maimaiDX 2023
くらべられっ子,ツユ,Popular & Anime,53899521eb35e95d.png,2,7,9+,11,13,maimaiDX 2023
あの世行きのバスに乗ってさらば。,ツユ,Popular & Anime,12dd6e137e5e6c6c.png,3,7+,11+,13,,maimaiDX 2023
パラマウント☆ショータイム！！,翡乃イスカ,maimai,f4f0f2f8ebd3f0da.png,5,8,11+,13+,,maimaiDX 2023
ｉｓｏｐｈｏｔｅ,パソコン音楽クラブ feat.ぷにぷに電機,maimai,f6aef2150786d0b4.png,3,7,10,13,,maimaiDX 2023
WiPE OUT MEMORIES,t+pazolite,maimai,1a61a11a3b89420f.png,6,8+,12+,14+,,maimaiDX 2023
初音天地開闢神話,cosMo＠暴走P,niconico＆VOCALOID™,2a0e0f93f9159310.png,5,8,11,13+,,maimaiDX 2023
Armageddon,LeaF,東方Project,9ddf286fd3dcd371.png,5,8,12+,13+,,maimaiDX 2023
Strive against fate,Noah,maimai,c22b6708af0c7a69.png,6,7+,13,14,,maimaiDX 2023
Let you DIVE!,HARDCORE TANO*C & エリザベス（CV:大西沙織）,Other Games,ce70f4f4f072bedf.png,3,7+,11+,12+,,maimaiDX 2023
ミルキースター・シューティングスター,烏屋茶房 feat. 利香,maimai,e625655fb14640ec.png,3,7+,10+,12+,,maimaiDX 2023
Dreadnought,Mastermind(xi+nora2r),Other Games,5d72ff8765384da0.png,5,8+,12,13+,,maimaiDX 2023
OTOGEMA,ビートまりお,maimai,55f59b99f698b962.png,4,7,10+,13+,,maimaiDX 2023
　,x0o0x_,Popular & Anime,5bb69b619f266d0a.png,3,6,10,12+,,maimaiDX 2023
吾輩よ猫であれ,Lyrical Lily,Popular & Anime,f7241520f3525b18.png,3,6,8+,12,,maimaiDX 2023
Lights of Muse,Ayatsugu_Otowa,Other Games,ca2aaba925151aa8.png,3,7,10,13,,maimaiDX 2023
Final Step!,Lime,Other Games,199974438b6c95cc.png,4,7+,11,13+,,maimaiDX 2023
The 90's Decision,MYUKKE.,Other Games,6e44ffb21d644d0e.png,3,6,11,13,,maimaiDX 2023
僕の和風本当上手,ボス,Other Games,96eb4c9ec685a7bc.png,5,8,12,14,,maimaiDX 2023
Estahv,Feryquitous,Other Games,55c8c8495989ff55.png,4,7,11+,13+,,maimaiDX 2023
Love's Theme of BADASS ～バッド・アス 愛のテーマ～,Hommarju,Other Games,fd30be82f708758f.png,6,8,13,14,,maimaiDX 2023
若い力,作詞：セガ社員、作曲：若草恵、歌：135,Other Games,0a3e0ec7d3e649fd.png,3,6,9,13,,maimaiDX 2023
遺伝子レベル∞スパイラル,NAOKI feat.小坂りゆ,maimai,922bd2e6993e7140.png,5,7,9+,13+,,maimaiDX 2023
otorii INNOVATED -[i]3-,NAOKI underground,CHUNITHM,22cfe49ebfb24007.png,6,8+,12+,14,,maimaiDX 2023
Photon Melodies,Photon Maiden,Popular & Anime,31d1a7b30d49d4d7.png,3,6,10,13,,maimaiDX 2023
BANG!,Shoichiro Hirata feat.Sana,Other Games,d8d8f023b47ff011.png,2,6,10+,13,,maimaiDX 2023
Define,Zekk,Other Games,92c6a4e15216f867.png,3,7+,11,13,,maimaiDX 2023
Mjölnir,xi,Other Games,21b9cc9519eab016.png,6,8+,12+,14,,maimaiDX 2023
tape/stop/night,Sugar & Co.,Other Games,21d83321da86a7b8.png,2,6,10,12+,,maimaiDX 2023
Cthugha,USAO,Other Games,90fc803686e1f37e.png,6,8+,12,14,,maimaiDX 2023
First Dance,削除,Other Games,7f950ad7a5baa42d.png,5,7+,12,13+,,maimaiDX 2023
"Good bye, Merry-Go-Round.",Yooh,CHUNITHM,c7f4f382b3342a09.png,5,7+,12,14,,maimaiDX 2023
春を告げる,yama,Popular & Anime,1dffba288d353216.png,1,6,9+,12+,,maimaiDX 2023
enchanted love,linear ring,Other Games,a191381548e9cb18.png,3,7,11+,13+,,maimaiDX 2023
Caterpillar Song,Bitplane feat. 葉月ゆら,Other Games,94e158c4f52c7c52.png,3,6,12,13+,,maimaiDX 2023
パーフェクション,柊マグネタイト,maimai,cab8e9a2a5fcb025.png,2,7+,10+,13,,maimaiDX 2023
Irresistible,MK,maimai,5a1380b2897bb763.png,3,7,11,13+,,maimaiDX 2023
Princess♂,TOPHAMHAT-KYO,Popular & Anime,773b8d4eb3c2829a.png,2,7,10,13+,,maimaiDX 2023
ヒトガタ,HIMEHINA,Popular & Anime,a33a77ea8c117b3d.png,2,6,10+,13,,maimaiDX 2023
オントロジー,Rain Drops,Popular & Anime,377e669fca63c034.png,3,7,10,12+,,maimaiDX 2023
HAGAKIRI,Masayoshi Iimori,maimai,6efe955c46de9657.png,5,7+,12,13+,,maimaiDX 2023
HECATONCHEIR,Yuta Imai,maimai,49e05689f3a0b19a.png,5,8,12+,14,,maimaiDX 2023
N3V3R G3T OV3R,C-Show,maimai,4a4b3606f9a72e2c.png,4,7+,12,14,,maimaiDX 2023
VOLTAGE,Rain Drops,Popular & Anime,225b8d72d8dbc59a.png,4,7,10+,13,,maimaiDX 2023
デーモンベット,ちいたな feat.flower,maimai,a1e05bf1f0247733.png,2,7,10,13,,maimaiDX 2023
剣を抜け！GCCX MAX,メッセメッセクラブ,Popular & Anime,26c750b9768fcca5.png,3,6,9,13,,maimaiDX 2023
エゴロック,すりぃ,niconico＆VOCALOID™,a0d49a6de0c2951d.png,5,7+,10,13+,,maimaiDX 2023
ジャンキーナイトタウンオーケストラ,すりぃ,niconico＆VOCALOID™,9c0933c2097ea0dd.png,3,6,10,12+,,maimaiDX 2023
終焉逃避行,柊マグネタイト,niconico＆VOCALOID™,bd436a8500d7ae0c.png,4,6,9+,12+,,maimaiDX 2023
Reach For The Stars (Re-Colors),大谷智哉「ソニックカラーズ アルティメット」,Other Games,872a9990a618097d.png,5,7+,11,13+,,maimaiDX 2023
星空パーティーチューン,OSTER project feat. そらこ,maimai,34d250113b737f05.png,4,8+,11,13+,,maimaiDX 2023
パズルリボン,すりぃ feat.りょーくん,CHUNITHM,02ac5a7ec58b9e7f.png,5,7+,11,13,,maimaiDX 2023
ツクヨミステップ,ユリイ・カノン feat.nameless,CHUNITHM,dbe50b3985a760b8.png,4,7+,10+,13,,maimaiDX 2023
コスモポップファンクラブ,ナユタン星人,CHUNITHM,4829035abbb63320.png,3,6,10+,13,,maimaiDX 2023
folern,ぬゆり,CHUNITHM,a904cc91a7d095dd.png,5,8,12,13+,,maimaiDX 2023
ただ選択があった,フロクロ,niconico＆VOCALOID™,8886cfbe27f73dfe.png,2,6,9,12+,,maimaiDX 2023
チューリングの跡,Frums,maimai,6c38d19035bd1ea6.png,4,8,13,14,,maimaiDX 2023
Swift Swing,Laur,maimai,b88e127e372b0c2e.png,4,8,12,14,,maimaiDX 2023
Sage,かめりあ,maimai,4cd6568a0952195d.png,6,8,12+,14+,,maimaiDX 2023
三妖精SAY YA!!!,森羅万象,東方Project,30b9ee1f385156b4.png,3,6,10,13,,maimaiDX 2023
紅に染まる恋の花,幽閉サテライト,東方Project,5aef951016fdee27.png,2,6,10,12,,maimaiDX 2023
"大輪の魂 (feat. AO, 司芭扶)",魂音泉,東方Project,ca4e36f40ed13f9e.png,3,6,9+,13,,maimaiDX 2023
Spring of Dreams,3L (NJK Record),東方Project,25bcb2696dfcef90.png,3,6,10,12+,,maimaiDX 2023
BLUE ZONE,Tatsh x NAOKI,Other Games,21c639ba03568a5a.png,4,8,11,14,,maimaiDX 2023
Jouez Avec Moi?,Retropolitaliens (Ms.+駄々子),maimai,fa6943ebb851f378.png,4,7+,10+,13+,,maimaiDX 2023
Metamorphosism,削除,maimai,d02540b6cedfa362.png,6,8,12+,14,,maimaiDX 2023
Transcend Lights,曲：小高光太郎／歌：オンゲキシューターズ,CHUNITHM,48b49fc84a9226f9.png,4,7,11+,13+,,maimaiDX 2023
エータ・ベータ・イータ,ルゼ,CHUNITHM,241ef09441315f33.png,6,7+,12,14,,maimaiDX 2023
白花の天使,Yu-dachi,maimai,f01f26e4a1228a08.png,5,8+,12,13+,,maimaiDX 2023
World's end loneliness,打打だいず,maimai,e341ba3d5adb60dd.png,7,9+,13,14+,,maimaiDX 2023
撩乱乙女†無双劇,曲：Haggy Rock & 佐藤厚仁／歌：⊿TRiEDGE [高瀬 梨緒(CV：久保 ユリカ)、結城 莉玖(CV：朝日奈 丸佳)、藍原 椿(CV：橋本 ちなみ)],CHUNITHM,536446ddde354589.png,4,6,11+,13,,maimaiDX 2023
See The Light,anubasu-anubasu,CHUNITHM,65620eda680cc9f4.png,3,6,11,13+,,maimaiDX 2023
39,sasakure.UK x DECO*27,niconico＆VOCALOID™,db70c06c380e264e.png,3,7,9,12+,,maimaiDX
弱虫モンブラン,DECO*27,niconico＆VOCALOID™,2e735ac2d44d4511.png,4,7,10+,12+,,GreeN
ストリーミングハート,DECO*27,niconico＆VOCALOID™,5cfa9f0661807944.png,3,8,10+,13,,ORANGE PLUS
ミラクル・ショッピング,田中マイミ,Popular & Anime,010ead93b41724f0.png,5,7,10+,12+,,MiLK
